Model Name,Price,Manufacturing_year,Engine capacity,Spare key,Transmission,KM driven,Ownership,Fuel type,Imperfections,Repainted Parts
2022 Maruti New Wagon-R ZXI 1.2,548000,2022,1197,Yes,Manual,9464,1,Petrol,10,1
2021 Maruti Vitara Brezza VXI AT SHVS,838000,2021,1462,Yes,Automatic,17902,1,Petrol,5,1
2020 Maruti Alto LXI,354000,2020,796,Yes,Manual,37246,2,Petrol,6,3
2013 Maruti Wagon R 1.0 VXI,304000,2013,998,No,Manual,24588,1,Petrol,17,3
2016 Maruti Baleno ZETA CVT PETROL 1.2,551000,2016,1197,Yes,Automatic,60938,2,Petrol,19,10
2013 Maruti Wagon R 1.0 VXI,274000,2013,998,Yes,Manual,60787,2,Petrol,11,1
2021 Maruti New Wagon-R VXI 1.2,513000,2021,1197,Yes,Manual,7994,1,Petrol,7,4
2018 Maruti Baleno DELTA PETROL 1.2,515000,2018,1197,Yes,Manual,46150,1,Petrol,19,8
2016 Maruti Swift VXI,507000,2016,1197,Yes,Manual,8433,2,Petrol,6,6
2013 Maruti Wagon R 1.0 LXI CNG,294000,2013,998,Yes,Manual,115715,1,CNG,15,2
2023 Maruti New Wagon-R LXI 1.0,589000,2023,998,Yes,Manual,5169,1,Petrol,7,1
2018 Maruti Celerio VXI CNG,459000,2018,998,Yes,Manual,99211,1,CNG,16,1
2016 Maruti Wagon R 1.0 VXI,348000,2016,998,Yes,Manual,36942,2,Petrol,24,4
2023 Maruti New Wagon-R ZXI 1.2,614000,2023,1197,Yes,Manual,11054,1,Petrol,8,3
2022 Maruti New Wagon-R LXI 1.0,521000,2022,998,Yes,Manual,20485,1,Petrol,5,6
2019 Maruti XL6 ZETA AT,956000,2019,1462,Yes,Automatic,48847,2,Petrol,1,0
2017 Maruti Wagon R 1.0 VXI,424000,2017,998,Yes,Manual,22789,1,Petrol,11,2
2015 Maruti Swift Dzire ZXI,445000,2015,1197,Yes,Manual,65005,2,Petrol,18,4
2013 Maruti Wagon R 1.0 VXI,286000,2013,998,Yes,Manual,57444,1,Petrol,35,3
2021 Maruti Baleno DELTA CVT PETROL 1.2,700000,2021,1197,Yes,Automatic,19045,1,Petrol,2,3
2022 Maruti Eeco 5 STR STD(O),467000,2022,1197,Yes,Manual,6841,1,Petrol,9,4
2019 Maruti XL6 ZETA AT,921000,2019,1462,Yes,Automatic,54342,1,Petrol,12,0
2022 Maruti XL6 ALPHA PLUS MT,1220000,2022,1462,Yes,Manual,43830,1,Petrol,3,4
2022 Maruti XL6 ALPHA PLUS AT,1185000,2022,1462,Yes,Automatic,40395,2,Petrol,2,0
2021 Maruti Baleno ZETA CVT PETROL 1.2,700000,2021,1197,Yes,Automatic,39141,2,Petrol,3,0
2015 Maruti Swift Dzire VXI,389000,2015,1197,No,Manual,82619,1,Petrol,10,4
2018 Maruti Ciaz DELTA AT 1.5 SHVS PETROL,687000,2018,1462,Yes,Automatic,45236,2,Petrol,9,5
2015 Maruti Alto K10 VXI,243000,2015,998,Yes,Manual,75053,1,Petrol,12,7
2020 Maruti Dzire VXI,546000,2020,1197,Yes,Manual,107988,2,Petrol,0,0
2022 Maruti XL6 ZETA MT,1103000,2022,1462,Yes,Manual,16283,1,Petrol,0,0
2018 Maruti Alto K10 VXI,308000,2018,998,Yes,Manual,52966,1,Petrol,8,3
2016 Maruti Baleno DELTA CVT PETROL 1.2,453000,2016,1197,Yes,Automatic,81039,1,Petrol,14,2
2017 Maruti Wagon R 1.0 VXI,363000,2017,998,Yes,Manual,36674,1,Petrol,14,7
2020 Maruti Vitara Brezza LXI,633000,2020,1462,Yes,Manual,29871,2,Petrol,9,3
2016 Maruti Alto 800 LXI,264000,2016,796,No,Manual,29295,1,Petrol,20,4
2019 Maruti IGNIS DELTA 1.2,472000,2019,1197,Yes,Manual,51244,1,Petrol,12,2
2019 Maruti Ciaz ALPHA 1.5 SHVS PETROL,756000,2019,1462,Yes,Manual,59733,1,Petrol,7,5
2020 Maruti Ciaz ALPHA 1.5 SHVS PETROL,887000,2020,1462,No,Manual,26199,1,Petrol,6,0
2017 Maruti Baleno ZETA CVT PETROL 1.2,564000,2017,1197,Yes,Automatic,42752,1,Petrol,8,3
2022 Maruti XL6 ZETA MT,973000,2022,1462,Yes,Manual,49458,1,Petrol,4,1
2020 Maruti Alto VXI,332000,2020,796,No,Manual,27947,2,Petrol,10,0
2020 Maruti Baleno DELTA PETROL 1.2,598000,2020,1197,Yes,Manual,60935,1,Petrol,11,0
2022 Maruti Alto LXI O,377000,2022,796,Yes,Manual,13283,1,Petrol,10,1
2017 Maruti Ciaz ALPHA 1.4 PETROL,609000,2017,1373,Yes,Manual,92386,1,Petrol,17,4
2020 Maruti Vitara Brezza VXI,710000,2020,1462,No,Manual,24819,1,Petrol,2,0
2013 Maruti Wagon R Stingray VXI,250000,2013,998,Yes,Manual,70322,2,Petrol,11,4
2019 Maruti Dzire LXI,528000,2019,1197,Yes,Manual,29453,1,Petrol,15,2
2022 Maruti Vitara Brezza LXI,700000,2022,1462,Yes,Manual,36045,1,Petrol,3,0
2019 Maruti Ciaz DELTA AT 1.5 SHVS PETROL,839000,2019,1462,Yes,Automatic,39821,1,Petrol,5,1
2019 Maruti Dzire LXI,511000,2019,1197,Yes,Manual,33972,1,Petrol,10,5
2019 Maruti Dzire ZXI PLUS,570000,2019,1197,Yes,Manual,109938,1,Petrol,14,5
2016 Maruti Wagon R 1.0 VXI AMT,369000,2016,998,Yes,Automatic,21218,1,Petrol,4,4
2022 Maruti XL6 ALPHA PLUS AT DUAL TONE,1288000,2022,1462,Yes,Automatic,6634,1,Petrol,0,0
2019 Maruti S PRESSO VXI PLUS AMT,412000,2019,998,Yes,Automatic,26471,1,Petrol,7,3
2022 Maruti Alto VXI,398000,2022,796,No,Manual,27014,1,Petrol,10,2
2019 Maruti Swift ZXI,577000,2019,1197,Yes,Manual,43834,1,Petrol,11,5
2019 Maruti Vitara Brezza VDI AMT,627000,2019,1248,Yes,Automatic,86541,1,Diesel,15,1
2017 Maruti Alto K10 VXI (O) AMT,341000,2017,998,Yes,Automatic,42926,1,Petrol,3,4
2019 Maruti Swift LXI,455000,2019,1197,No,Manual,57073,1,Petrol,7,15
2021 Maruti Swift VXI AMT,635000,2021,1197,No,Automatic,11486,1,Petrol,16,5
2018 Maruti Celerio VXI,397000,2018,998,Yes,Manual,11942,1,Petrol,19,5
2019 Maruti Swift VXI,525000,2019,1197,Yes,Manual,67091,1,Petrol,13,4
2022 Maruti Baleno DELTA PETROL 1.2,677000,2022,1197,No,Manual,25782,1,Petrol,8,12
2020 Maruti Vitara Brezza VXI AT SHVS,809000,2020,1462,Yes,Automatic,30949,1,Petrol,30,11
2018 Maruti Dzire ZXI AMT,596000,2018,1197,Yes,Automatic,50947,1,Petrol,6,0
2023 Maruti BREZZA ZXI SMART HYBRID,1026000,2023,1462,Yes,Manual,8502,2,Petrol,1,0
2022 Maruti Swift ZXI PLUS,721000,2022,1197,No,Manual,24626,1,Petrol,34,15
2021 Maruti IGNIS ALPHA 1.2 AMT,665000,2021,1197,Yes,Automatic,38768,1,Petrol,2,0
2022 Maruti Swift VXI,631000,2022,1197,No,Manual,35218,1,Petrol,15,5
2022 Maruti IGNIS DELTA 1.2,533000,2022,1197,Yes,Manual,18015,1,Petrol,8,0
2015 Maruti Swift Dzire ZXI,424000,2015,1197,Yes,Manual,43488,2,Petrol,31,7
2022 Maruti Eeco 5 STR AC CNG,599000,2022,1197,Yes,Manual,10783,1,CNG,11,2
2017 Maruti Celerio VXI AMT,407000,2017,998,No,Automatic,22156,1,Petrol,0,0
2016 Maruti Swift LXI (O),337000,2016,1197,No,Manual,69235,3,Petrol,0,0
2017 Maruti Wagon R 1.0 VXI+,350000,2017,998,Yes,Manual,60446,1,Petrol,17,2
2021 Maruti Dzire ZXI Plus AMT,667000,2021,1197,Yes,Automatic,23264,2,Petrol,11,0
2016 Maruti Ciaz VXI,419000,2016,1373,Yes,Manual,123772,1,Petrol,36,4
2023 Maruti IGNIS SIGMA 1.2,523000,2023,1197,Yes,Manual,10469,1,Petrol,7,3
2016 Maruti Baleno DELTA PETROL 1.2,477000,2016,1197,Yes,Manual,33099,1,Petrol,16,0
2021 Maruti Alto LXI OPT CNG,402000,2021,796,No,Manual,38458,1,CNG,8,0
2018 Maruti Alto K10 VXI (O) AMT,337000,2018,998,Yes,Automatic,40632,1,Petrol,16,4
2014 Maruti Ciaz VXI+,452000,2014,1373,No,Manual,39298,1,Petrol,14,1
2015 Maruti Alto K10 VXI,227000,2015,998,Yes,Manual,45475,3,Petrol,37,2
2019 Maruti Vitara Brezza ZDI,686000,2019,1248,No,Manual,102604,1,Diesel,28,0
2019 Maruti XL6 ZETA AT,819000,2019,1462,Yes,Automatic,62418,2,Petrol,2,6
2019 Maruti New Wagon-R VXI 1.2,464000,2019,1197,Yes,Manual,19085,1,Petrol,3,3
2023 Maruti Alto K10 LXI,435000,2023,998,Yes,Manual,14943,1,Petrol,6,0
2016 Maruti Alto K10 VXI,266000,2016,998,No,Manual,86421,1,Petrol,11,6
2022 Maruti Ciaz ZETA AT 1.5 SHVS PETROL,1062000,2022,1462,Yes,Automatic,24062,1,Petrol,8,3
2017 Maruti Dzire LXI,470000,2017,1197,Yes,Manual,22148,1,Petrol,14,7
2013 Maruti Swift LXI,283000,2013,1197,Yes,Manual,61671,1,Petrol,16,3
2021 Maruti IGNIS ALPHA 1.2,622000,2021,1197,Yes,Manual,30314,1,Petrol,4,8
2019 Maruti Baleno ZETA PETROL 1.2,584000,2019,1197,Yes,Manual,32866,2,Petrol,1,1
2021 Maruti Alto LXI,366000,2021,796,No,Manual,8830,1,Petrol,10,4
2020 Maruti New Wagon-R LXI CNG (O) 1.0,487000,2020,998,Yes,Manual,65081,1,CNG,9,10
2011 Maruti Wagon R 1.0 LX,162000,2011,998,No,Manual,93282,1,Petrol,35,10
2020 Maruti Baleno SIGMA PETROL 1.2,551000,2020,1197,Yes,Manual,25069,1,Petrol,6,4
2019 Maruti Baleno ZETA CVT PETROL 1.2,681000,2019,1197,Yes,Automatic,15895,1,Petrol,10,2
2015 Maruti Celerio VXI,303000,2015,998,Yes,Manual,75874,1,Petrol,7,1
2021 Maruti New Wagon-R LXI CNG 1.0,503000,2021,998,No,Manual,43689,1,CNG,23,2
2021 Maruti IGNIS SIGMA 1.2,479000,2021,1197,No,Manual,25742,1,Petrol,6,4
2018 Maruti Swift ZXI PLUS,594000,2018,1197,Yes,Manual,27356,2,Petrol,10,0
2020 Maruti Baleno DELTA PETROL 1.2,594000,2020,1197,No,Manual,27841,1,Petrol,6,3
2017 Maruti Ciaz ALPHA 1.4 PETROL,583000,2017,1373,Yes,Manual,93015,1,Petrol,19,12
2022 Maruti New Wagon-R ZXI 1.2,498000,2022,1197,No,Manual,32238,2,Petrol,3,5
2021 Maruti Vitara Brezza VXI AT SHVS,842000,2021,1462,No,Automatic,57060,1,Petrol,10,10
2021 Maruti Dzire VXI AMT,660000,2021,1197,No,Automatic,49622,1,Petrol,11,4
2016 Maruti Celerio VXI,301000,2016,998,Yes,Manual,54080,2,Petrol,11,7
2016 Maruti Alto 800 LXI,221000,2016,796,Yes,Manual,97698,2,Petrol,14,6
2022 Maruti Baleno ALPHA 1.2 AGS,843000,2022,1197,Yes,Automatic,27052,1,Petrol,6,6
2015 Maruti Swift Dzire LXI (O),392000,2015,1197,Yes,Manual,39849,1,Petrol,28,2
2012 Maruti Swift LXI,254000,2012,1197,Yes,Manual,41942,1,Petrol,23,5
2023 Maruti Alto K10 VXI,469000,2023,998,No,Manual,21607,1,Petrol,3,6
2011 Maruti Swift LXI,208000,2011,1197,Yes,Manual,31841,1,Petrol,30,2
2017 Maruti Wagon R 1.0 VXI,359000,2017,998,No,Manual,43944,1,Petrol,24,10
2016 Maruti Baleno ALPHA PETROL 1.2,470000,2016,1197,Yes,Manual,89506,1,Petrol,8,7
2015 Maruti Swift VXI,349000,2015,1197,No,Manual,102460,1,Petrol,6,9
2012 Maruti Ertiga VXI,401000,2012,1373,Yes,Manual,54751,1,Petrol,24,5
2020 Maruti Baleno ALPHA CVT PETROL 1.2,763000,2020,1197,Yes,Automatic,15673,1,Petrol,1,3
2018 Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,554000,2018,1462,Yes,Manual,52662,2,Petrol,15,3
2018 Maruti Celerio ZXI,371000,2018,998,Yes,Manual,60902,2,Petrol,7,0
2013 Maruti Swift VXI,299000,2013,1197,Yes,Manual,82496,1,Petrol,25,8
2017 Maruti Ciaz ALPHA AT 1.4 PETROL,635000,2017,1373,Yes,Automatic,90015,2,CNG,10,6
2016 Maruti Ciaz ZXI,528000,2016,1373,No,Manual,57286,1,Petrol,8,12
2019 Maruti Baleno DELTA PETROL 1.2,523000,2019,1197,Yes,Manual,65056,2,Petrol,13,2
2018 Maruti Baleno ZETA PETROL 1.2,516000,2018,1197,No,Manual,45853,2,Petrol,18,6
2019 Maruti Celerio VXI,406000,2019,998,Yes,Manual,63194,1,Petrol,19,6
2018 Maruti Swift ZXI PLUS,640000,2018,1197,Yes,Manual,21574,1,Petrol,6,5
2016 Maruti Ciaz ZXI+,526000,2016,1373,Yes,Manual,87163,1,Petrol,17,5
2022 Maruti Baleno ZETA PETROL 1.2,755000,2022,1197,Yes,Manual,12432,1,Petrol,6,2
2021 Maruti Baleno DELTA PETROL 1.2,604000,2021,1197,No,Manual,41436,1,Petrol,5,9
2019 Maruti Baleno DELTA PETROL 1.2,548000,2019,1197,No,Manual,47849,2,CNG,14,8
2016 Maruti Swift LXI,343000,2016,1197,No,Manual,82344,2,Petrol,30,2
2015 Maruti Swift LXI (O),335000,2015,1197,No,Manual,71287,2,Petrol,29,7
2019 Maruti IGNIS DELTA 1.2 AMT,526000,2019,1197,Yes,Automatic,8644,1,Petrol,4,1
2018 Maruti Baleno ZETA CVT PETROL 1.2,560000,2018,1197,Yes,Automatic,54458,2,Petrol,6,4
2015 Maruti Swift Dzire LXI (O),393000,2015,1197,Yes,Manual,35817,1,Petrol,8,5
2017 Maruti Baleno DELTA PETROL 1.2,490000,2017,1197,Yes,Manual,47472,1,Petrol,12,5
2022 Maruti IGNIS ZETA 1.2 AMT,673000,2022,1197,Yes,Automatic,36051,1,Petrol,4,6
2018 Maruti IGNIS DELTA 1.2 AMT,484000,2018,1197,Yes,Automatic,26662,1,Petrol,2,0
2017 Maruti Baleno ALPHA PETROL 1.2,502000,2017,1197,Yes,Manual,91549,1,Petrol,37,4
2020 Maruti S PRESSO VXI+,378000,2020,998,No,Manual,31102,2,Petrol,27,11
2012 Maruti Swift VXI,265000,2012,1197,No,Manual,34096,1,Petrol,12,15
2019 Maruti Baleno ZETA PETROL 1.2,561000,2019,1197,Yes,Manual,59602,2,Petrol,15,5
2022 Maruti Alto VXI,406000,2022,796,No,Manual,2116,1,Petrol,2,0
2016 Maruti Ciaz ZXI,474000,2016,1373,Yes,Manual,107298,1,Petrol,35,12
2014 Maruti Swift Dzire ZXI,333000,2014,1197,Yes,Manual,78609,2,Petrol,39,6
2021 Maruti Baleno DELTA PETROL 1.2,622000,2021,1197,Yes,Manual,33717,1,Petrol,30,11
2016 Maruti Wagon R 1.0 VXI AMT,324000,2016,998,Yes,Automatic,86692,2,Petrol,4,1
2021 Maruti Baleno SIGMA PETROL 1.2,573000,2021,1197,No,Manual,20654,1,Petrol,7,5
2016 Maruti Ciaz VXI,493000,2016,1373,Yes,Manual,60410,1,Petrol,7,2
2015 Maruti Swift Dzire LXI (O),392000,2015,1197,No,Manual,27571,1,Petrol,0,0
2015 Maruti Swift VXI,373000,2015,1197,Yes,Manual,59260,1,Petrol,0,0
2015 Maruti Ciaz VXI+,485000,2015,1373,Yes,Manual,56400,1,Petrol,26,5
2011 Maruti Swift VXI,222000,2011,1197,No,Manual,48906,1,Petrol,43,8
2014 Maruti Swift LXI (O),320000,2014,1197,Yes,Manual,72832,1,Petrol,32,7
2020 Maruti S PRESSO LXI,332000,2020,998,No,Manual,26213,2,Petrol,14,4
2022 Maruti Ciaz ZETA AT 1.5 SHVS PETROL,1048000,2022,1462,Yes,Automatic,21566,1,Petrol,1,0
2017 Maruti Wagon R 1.0 LXI CNG,334000,2017,998,Yes,Manual,117691,1,CNG,0,0
2017 Maruti Baleno DELTA PETROL 1.2,449000,2017,1197,Yes,Manual,105428,1,Petrol,27,3
2016 Maruti Baleno DELTA PETROL 1.2,419000,2016,1197,Yes,Manual,94626,1,Petrol,6,3
2019 Maruti Celerio ZXI AMT,427000,2019,998,Yes,Automatic,74343,1,Petrol,30,1
2014 Maruti Wagon R 1.0 LXI,273000,2014,998,No,Manual,32631,1,Petrol,0,0
2016 Maruti Celerio ZXI AMT,379000,2016,998,No,Automatic,37597,2,Petrol,5,0
2022 Maruti Ciaz ZETA 1.5 SHVS MT PETROL,915000,2022,1462,Yes,Manual,35472,1,Petrol,25,3
2019 Maruti Baleno DELTA CVT PETROL 1.2,590000,2019,1197,Yes,Automatic,36124,1,Petrol,10,5
2021 Maruti Baleno DELTA PETROL 1.2,644000,2021,1197,Yes,Manual,33848,1,Petrol,10,4
2020 Maruti Baleno ALPHA CVT PETROL 1.2,699000,2020,1197,Yes,Automatic,27579,2,Petrol,12,0
2022 Maruti Alto VXI,368000,2022,796,Yes,Manual,34574,1,Petrol,15,5
2020 Maruti New Wagon-R VXI 1.0 AMT,477000,2020,998,No,Automatic,41307,2,Petrol,9,2
2017 Maruti Baleno DELTA PETROL 1.2,503000,2017,1197,Yes,Manual,29628,1,Petrol,7,1
2019 Maruti Ciaz ALPHA 1.5 SHVS PETROL,749000,2019,1462,Yes,Manual,41735,1,Petrol,23,8
2020 Maruti New Wagon-R LXI 1.0,472000,2020,998,Yes,Manual,20914,1,Petrol,4,0
2018 Maruti Alto 800 LXI O,298000,2018,796,Yes,Manual,68062,1,Petrol,12,2
2022 Maruti Ciaz ZETA 1.5 SHVS MT PETROL,932000,2022,1462,Yes,Manual,15892,1,Petrol,0,0
2015 Maruti Baleno ALPHA DIESEL 1.3,451000,2015,1248,Yes,Manual,70867,2,Diesel,28,6
2019 Maruti Baleno DELTA PETROL 1.2,529000,2019,1197,No,Manual,65533,1,Petrol,24,9
2022 Maruti New Wagon-R ZXI 1.2,545000,2022,1197,Yes,Manual,13103,1,Petrol,11,0
2018 Maruti Alto 800 LXI,278000,2018,796,No,Manual,89267,1,Petrol,19,9
2020 Maruti Alto VXI,336000,2020,796,Yes,Manual,35457,1,Petrol,27,3
2021 Maruti Baleno DELTA PETROL 1.2,633000,2021,1197,Yes,Manual,29923,1,Petrol,10,4
2011 Maruti Alto K10 VXI,154000,2011,998,No,Manual,63048,1,Petrol,33,3
2016 Maruti Alto K10 VXI AMT,294000,2016,998,Yes,Automatic,48331,2,Petrol,8,3
2021 Maruti Baleno DELTA PETROL 1.2,644000,2021,1197,Yes,Manual,28415,1,Petrol,14,3
2017 Maruti Celerio VXI CNG,368000,2017,998,No,Manual,103154,1,CNG,0,0
2017 Maruti Baleno ZETA PETROL 1.2,506000,2017,1197,No,Manual,33665,2,Petrol,23,6
2020 Maruti Baleno ZETA PETROL 1.2,631000,2020,1197,Yes,Manual,55790,1,Petrol,1,5
2021 Maruti Baleno DELTA PETROL 1.2,644000,2021,1197,Yes,Manual,25705,1,Petrol,11,5
2019 Maruti Baleno DELTA PETROL 1.2,551000,2019,1197,No,Manual,35190,1,Petrol,7,5
2019 Maruti Baleno ZETA PETROL 1.2,600000,2019,1197,Yes,Manual,43478,1,Petrol,22,3
2015 Maruti Ciaz VXI+,462000,2015,1373,Yes,Manual,109535,1,Petrol,27,13
2017 Maruti Celerio ZXI AMT (O),395000,2017,998,No,Automatic,41734,1,Petrol,6,11
2020 Maruti Baleno DELTA PETROL 1.2,598000,2020,1197,No,Manual,60770,1,Petrol,9,3
2018 Maruti Wagon R 1.0 LXI CNG,373000,2018,998,Yes,Manual,91668,1,CNG,12,7
2018 Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,630000,2018,1462,Yes,Manual,43343,1,Petrol,10,9
2017 Maruti Swift LXI (O),436000,2017,1197,Yes,Manual,23582,1,Petrol,11,6
2017 Maruti Ciaz ALPHA 1.4 PETROL,642000,2017,1373,No,Manual,43537,1,Petrol,13,4
2017 Maruti Swift LXI (O),417000,2017,1197,Yes,Manual,42401,1,Petrol,15,1
2018 Maruti Celerio X ZXI (O) AMT,411000,2018,998,No,Automatic,50012,1,Petrol,29,3
2020 Maruti S PRESSO VXI+,410000,2020,998,Yes,Manual,18442,1,Petrol,7,1
2015 Maruti Baleno DELTA PETROL 1.2,425000,2015,1197,Yes,Manual,69216,1,Petrol,25,16
2018 Maruti Wagon R 1.0 LXI CNG,373000,2018,998,Yes,Manual,87192,1,CNG,11,9
2015 Maruti Ciaz VXI+,435000,2015,1373,Yes,Manual,119077,1,Petrol,27,7
2011 Maruti Swift VXI,218000,2011,1197,Yes,Manual,68075,1,Petrol,30,6
2019 Maruti Ciaz DELTA 1.5 SHVS MT PETROL,733000,2019,1462,Yes,Manual,46573,1,Petrol,20,2
2022 Maruti Dzire ZXI CNG,802000,2022,1197,Yes,Manual,47217,2,CNG,8,5
2022 Maruti New Wagon-R VXI (O) 1.2,533000,2022,1197,No,Manual,12195,1,Petrol,4,0
2020 Maruti New Wagon-R LXI 1.0,479000,2020,998,No,Manual,24266,1,Petrol,8,1
2018 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,648000,2018,1462,Yes,Automatic,104059,1,Petrol,32,4
2020 Maruti S PRESSO VXI+,407000,2020,998,Yes,Manual,15966,1,Petrol,7,0
2018 Maruti Dzire LXI,510000,2018,1197,Yes,Manual,38776,1,Petrol,0,0
2022 Maruti S PRESSO VXI+,425000,2022,998,Yes,Manual,21688,2,Petrol,1,0
2019 Maruti Ciaz ALPHA 1.5 SHVS PETROL,804000,2019,1462,Yes,Manual,27877,1,Petrol,7,8
2017 Maruti Celerio VXI AMT,358000,2017,998,Yes,Automatic,80495,1,Petrol,33,6
2020 Maruti New Wagon-R LXI CNG (O) 1.0,506000,2020,998,Yes,Manual,72472,1,CNG,25,4
2017 Maruti Baleno ZETA PETROL 1.2,506000,2017,1197,Yes,Manual,29508,2,Petrol,14,0
2015 Maruti Wagon R Stingray VXI,312000,2015,998,No,Manual,66325,1,Petrol,19,2
2019 Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,663000,2019,1462,No,Manual,66068,1,Petrol,14,2
2020 Maruti Baleno ZETA PETROL 1.2,660000,2020,1197,Yes,Manual,35495,1,Petrol,15,0
2019 Maruti Baleno ZETA PETROL 1.2,623000,2019,1197,Yes,Manual,21221,1,Petrol,5,4
2011 Maruti Swift VXI,233000,2011,1197,Yes,Manual,28803,1,Petrol,0,0
2017 Maruti Swift LXI (O),417000,2017,1197,Yes,Manual,47968,1,Petrol,15,5
2020 Maruti Baleno ZETA PETROL 1.2,659000,2020,1197,Yes,Manual,31845,1,Petrol,11,6
2019 Maruti Baleno ALPHA CVT PETROL 1.2,631000,2019,1197,Yes,Automatic,47915,2,Petrol,24,3
2020 Maruti S PRESSO LXI,369000,2020,998,Yes,Manual,30651,1,Petrol,6,2
2018 Maruti Baleno ZETA CVT PETROL 1.2,633000,2018,1197,Yes,Automatic,36969,1,Petrol,12,2
2022 Maruti New Wagon-R VXI 1.0 AMT,592000,2022,998,Yes,Automatic,22666,1,Petrol,19,0
2011 Maruti Wagon R 1.0 VXI,201000,2011,998,No,Manual,31824,3,Petrol,20,5
2017 Maruti Baleno DELTA PETROL 1.2,490000,2017,1197,Yes,Manual,41801,1,Petrol,13,5
2018 Maruti Ciaz DELTA 1.4 AT PETROL,572000,2018,1373,Yes,Automatic,46722,2,Petrol,9,12
2017 Maruti Swift ZXI,491000,2017,1197,No,Manual,68287,1,Petrol,30,7
2017 Maruti Baleno DELTA PETROL 1.2,503000,2017,1197,No,Manual,31714,1,Petrol,12,5
2017 Maruti Baleno ZETA CVT PETROL 1.2,534000,2017,1197,No,Automatic,69002,1,Petrol,21,5
2020 Maruti Baleno DELTA PETROL 1.2,627000,2020,1197,Yes,Manual,59534,1,CNG,9,2
2014 Maruti Wagon R 1.0 VXI,266000,2014,998,Yes,Manual,72090,1,Petrol,21,4
2018 Maruti Baleno DELTA CVT PETROL 1.2,542000,2018,1197,No,Automatic,70189,1,Petrol,15,9
2016 Maruti Celerio ZXI AMT (O),442000,2016,998,Yes,Automatic,47493,1,Petrol,10,0
2014 Maruti Wagon R 1.0 LXI,272000,2014,998,Yes,Manual,53117,1,Petrol,0,0
2018 Maruti Baleno ZETA CVT PETROL 1.2,633000,2018,1197,No,Automatic,18854,1,Petrol,6,3
2020 Maruti Baleno DELTA PETROL 1.2,608000,2020,1197,No,Manual,38482,1,Petrol,2,6
2019 Maruti Ciaz DELTA AT 1.5 SHVS PETROL,741000,2019,1462,Yes,Automatic,52112,1,Petrol,1,4
2018 Maruti Ciaz ALPHA 1.5 SHVS PETROL,677000,2018,1462,Yes,Manual,76460,2,Petrol,8,3
2011 Maruti Ritz VXI,182000,2011,1197,Yes,Manual,43506,1,Petrol,0,0
2022 Maruti Alto LXI O,377000,2022,796,Yes,Manual,13185,1,Petrol,8,0
2016 Maruti Celerio VXI AMT,355000,2016,998,Yes,Automatic,68891,1,Petrol,0,0
2012 Maruti Swift Dzire VXI,256000,2012,1197,Yes,Manual,43425,2,Petrol,0,0
2012 Maruti Swift Dzire VXI,272000,2012,1197,Yes,Manual,51629,1,Petrol,35,12
2018 Maruti Wagon R 1.0 LXI CNG,394000,2018,998,No,Manual,80107,3,CNG,0,0
2016 Maruti Celerio ZXI AMT,374000,2016,998,Yes,Automatic,84574,1,Petrol,10,8
2014 Maruti Ciaz ZXI,427000,2014,1373,Yes,Manual,81914,1,Petrol,5,3
2013 Maruti Swift Dzire VXI,287000,2013,1197,Yes,Manual,82487,2,Petrol,0,0
2019 Maruti New Wagon-R VXI 1.2 AMT,501000,2019,1197,Yes,Automatic,12716,1,Petrol,23,2
2014 Maruti Wagon R 1.0 LXI,246000,2014,998,No,Manual,64539,2,Petrol,0,0
2015 Maruti Baleno ALPHA PETROL 1.2,496000,2015,1197,Yes,Manual,33752,1,Petrol,24,8
2019 Maruti Ciaz DELTA AT 1.5 SHVS PETROL,802000,2019,1462,Yes,Automatic,31431,1,Petrol,17,3
2019 Maruti S PRESSO VXI PLUS AMT,412000,2019,998,No,Automatic,28660,1,Petrol,10,3
2012 Maruti Swift Dzire VXI,287000,2012,1197,No,Manual,48618,1,Petrol,29,9
2021 Maruti S PRESSO VXI (O),411000,2021,998,Yes,Manual,15360,1,Petrol,27,3
2013 Maruti Swift Dzire LXI,319000,2013,1197,Yes,Manual,36474,1,Petrol,0,0
2018 Maruti Celerio X ZXI (O) AMT,446000,2018,998,Yes,Automatic,54533,2,Petrol,9,4
2012 Maruti Wagon R 1.0 LXI,218000,2012,998,No,Manual,32625,1,Petrol,13,6
2014 Maruti Swift Dzire ZXI,400000,2014,1197,Yes,Manual,62656,1,Petrol,7,5
2014 Maruti Wagon R 1.0 LXI,267000,2014,998,No,Manual,65520,1,Petrol,18,5
2021 Maruti S PRESSO VXI+,432000,2021,998,Yes,Manual,12058,1,Petrol,9,2
2012 Maruti Swift Dzire VXI,297000,2012,1197,No,Manual,54292,1,Petrol,31,10
2019 Maruti Dzire ZXI AMT,622000,2019,1197,Yes,Automatic,80139,1,Petrol,17,7
2017 Maruti Ciaz ALPHA 1.4 PETROL,601000,2017,1373,Yes,Manual,77919,1,Petrol,21,6
2018 Maruti Ciaz ZETA 1.4 AT PETROL,642000,2018,1373,Yes,Automatic,119884,1,Petrol,9,8
